          475          24               816689
          475          40               872587
          475          42               879623
          475          47               897251
          475          53               918497
          475          67               968519
          475          71               982843
          473          11               764783
          473          22               802667
          473          31               833857
          473          39               861733
          473          46               886271
          473          50               900329
          473          58               928637
          473          59               932189
          471          17               778391
          471          21               792151
          471          26               809399
          471          31               826681
          471          39               854431
          471          53               903389
          471          58               921013
          471          73               974279
          471          75               981391
          469           4               727499
          469          18               774863
          469          21               785123
          469          22               788561
          469          27               805757
          469          32               822973
          469          39               847163
          469          53               895889
          469          54               899387
          469          61               923987
          469          65               938117
          467           8               734171
          467          24               788399
          467          25               791827
          467          33               819271
          467          37               833023
          467          41               846823
          467          51               881473
          467          61               916387
          467          62               919901
          467          63               923411
          467          65               930437
          465           6               720791
          465           7               724121
          465           8               727451
          465          25               784799
          465          26               788213
          465          27               791629
          465          32               808739
          465          38               829273
          465          39               832703
          465          50               870613
          465          64               919301
          465          67               929807
          464           1               700897
          463          10               727409
          463          18               754133
          463          21               764273
          463          28               788009
          463          29               791419
          463          33               805067
          463          35               811879
          463          39               825527
          463          51               866707
          463          52               870151
          463          61               901279
          463          66               918677
          461           3               697591
          461          14               733991
          461          25               770873
          461          30               787793
          461          43               832003
          461          47               845683
          461          48               849103
          461          51               859363
          461          58               883429
          461          66               911087
          460           1               687767
          459           5               697579
          459           8               707459
          459          14               727271
          459          18               740533
          459          21               750521
          459          36               801103
          459          39               811259
          459          45               831619
          459          48               841849
          459          58               876019
          459          59               879449
          459          60               882881
          459          87               976447
          458           1               681257
          457          17               730487
          457          27               763751
          457          36               794041
          457          45               824443
          457          84               958163
          455           5               684493
          455           9               697519
          455          16               720491
          455          21               736961
          455          33               776921
          455          38               793733
          455          42               807193
          455          45               817291
          455          49               830789
          455          53               844321
          455          69               898787
          455          73               912487
          455          74               915917
          453           4               674767
          453           6               681229
          453           7               684469
          453          14               707279
          453          16               713831
          453          19               723661
          453          20               726941
          453          22               733517
          453          24               740099
          453          39               790043
          453          41               796759
          453          42               800113
          453          44               806821
          453          54               840457
          453          63               870917
          453          69               891287
          453          71               898091
          453          88               956399
          451           6               674749
          451           9               684433
          451          13               697399
          451          19               716987
          451          22               726797
          451          36               773027
          451          44               799741
          451          45               803087
          451          47               809779
          451          60               853403
          451          86               941737
          451          90               955481
          449           2               655547
          449           5               665113
          449           8               674719
          449          26               733169
          449          29               742991
          449          34               759467
          449          36               766097
          449          43               789343
          449          44               792679
          449          73               889879
          449          79               910199
          447           7               665089
          447          10               674677
          447          30               739493
          447          32               746033
          447          35               755879
          447          36               759179
          447          45               788959
          447          52               812213
          447          53               815533
          447          64               852239
          447          70               872351
          447          75               889139
          447          97               963839
          446           1               642869
          445           3               646027
          445           9               665053
          445          14               681019
          445          29               729497
          445          30               732749
          445          31               736007
          445          32               739253
          445          47               788563
          445          52               805109
          445          53               808417
          445          67               854957
          445          72               871649
          445          83               908549
          445          97               956003
          445         100               966209
          443          12               668179
          443          16               680929
          443          29               722791
          443          32               732509
          443          36               745477
          443          43               768389
          443          49               788129
          443          58               817823
          443          81               894281
          443          82               897629
          443          98               951583
          443          99               954973
          443         100               958367
          441           3               633487
          441           8               649141
          441           9               652291
          441          11               658607
          441          13               664933
          441          16               674449
          441          29               716117
          441          32               725789
          441          35               735473
          441          42               758189
          441          52               790967
          441          54               797549
          441          83               893441
          441          95               933677
          441         105               967361
          441         106               970721
          439           2               624209
          439          15               664849
          439          28               706253
          439          33               722311
          439          37               735173
          439          42               751307
          439          72               849581
          439          73               852881
          439          76               862783
          439          78               869399
          439          80               876011
          439          89               905897
          439          98               936029
          439         101               946091
          439         102               949451
          439         106               962861
          437           8               636553
          437          10               642769
          437          12               649039
          437          23               683719
          437          24               686893
          437          43               747713
          437          53               780173
          437          56               789979
          437          60               803041
          437          62               809581
          437          82               875183
          437          90               901643
          437          98               928313
          437         103               944987
          437         104               948331
          437         107               958361
          435           2               611953
          435          14               648961
          435          15               652087
          435          34               712171
          435          35               715361
          435          61               799219
          435          64               808981
          435          69               825259
          435          82               867773
          435          84               874331
          435          89               890789
          435          91               897401
          435          93               904027
          435          97               917291
          435         109               957181
          433           9               627217
          433          15               645751
          433          16               648871
          433          28               686503
          433          33               702353
          433          41               727781
          433          53               766247
          433          55               772691
          433          71               824563
          433          73               831071
          433          76               840823
          433          98               912959
          433          99               916261
          433         100               919571
          433         114               965927
          431           4               605867
          431           5               608897
          431           6               611927
          431           7               614963
          431          15               639451
          431          28               679993
          431          35               702077
          431          44               730591
          431          58               775393
          431          88               872567
          431          93               888919
          431          97               902047
          431          99               908617
          431         101               915197
          429           6               605849
          429           7               608873
          429           9               614927
          429          16               636283
          429          20               648631
          429          28               673513
          429          34               692309
          429          38               704933
          429          47               733373
          429          66               794173
          429          76               826339
          429          90               871649
          429          95               887941
          429         104               917363
          429         105               920641
          429         111               940327
          427           3               590819
          427          30               673297
          427          32               679537
          427          40               704603
          427          47               726641
          427          48               729791
          427          61               771073
          427          70               799921
          427          71               803119
          427          81               835213
          427          93               873959
          427          94               877199
          427         109               926017
          427         110               929281
          427         111               932557
          427         117               952253
          426           1               581921
          425           3               584879
          425          20               636043
          425          22               642157
          425          41               701117
          425          42               704251
          425          48               723071
          425          62               767321
          425          64               773681
          425          65               776869
          425          72               799219
          425          77               815173
          425          92               863309
          425          94               869753
          425         102               895613
          425         117               944417
          423           3               578959
          423          18               623771
          423          47               713261
          423          54               735143
          423          57               744559
          423          60               754037
          423          64               766721
          423          66               773057
          423          70               785779
          423          71               788959
          423          77               808021
          423          81               820753
          423          85               833509
          423          86               836701
          423          94               862343
          423         103               891277
          423         111               917113
          423         112               920357
          423         114               926843
          423         115               930101
          423         117               936599
          423         119               943127
          423         120               946391
          423         121               949651
          421           4               576001
          421          14               605639
          421          15               608633
          421          17               614623
          421          24               635737
          421          39               681763
          421          44               697259
          421          46               703489
          421          52               722159
          421          59               744019
          421          66               766097
          421          75               794579
          421          78               804073
          421          81               813577
          421          83               819913
          421          87               832627
          421          96               861353
          421          97               864551
          421         108               899779
          421         110               906211
          421         120               938563
          421         123               948317
          421         126               958049
          419           7               578923
          419           8               581863
          419          10               587753
          419          14               599597
          419          19               614503
          419          24               629509
          419          30               647719
          419          38               672193
          419          40               678343
          419          50               709271
          419          56               727891
          419          57               730999
          419          66               759167
          419          74               784351
          419          78               796969
          419          79               800119
          419          92               841241
          419          93               844421
          419          98               860341
          419          99               863521
          419         100               866707
          419         107               888997
          419         108               892189
          419         113               908213
          419         115               914657
          419         122               937243
          417           7               573031
          417          10               581821
          417          12               587693
          417          13               590627
          417          28               635347
          417          34               653561
          417          35               656609
          417          46               690269
          417          53               711899
          417          57               724267
          417          59               730459
          417          62               739771
          417          68               758519
          417          76               783599
          417          80               796171
          417          95               843443
          417          98               852953
          417         100               859297
          417         102               865619
          417         113               900569
          417         119               919799
          417         121               926227
          417         123               932663
          417         125               939121
          417         130               955193
          415           2               552751
          415           7               567187
          415          15               590543
          415          20               605309
          415          24               617191
          415          36               653273
          415          53               705247
          415          54               708329
          415          56               714481
          415          59               723727
          415          60               726811
          415          64               739171
          415          80               789091
          415          82               795343
          415         101               855059
          415         103               861353
          415         124               928097
          415         125               931303
          415         129               944137
          413           6               558491
          413          14               581683
          413          15               584603
          413          23               608123
          413          24               611081
          413          25               614041
          413          32               634891
          413          57               710887
          413          60               720091
          413          61               723169
          413          66               738547
          413          70               750917
          413          73               760237
          413          77               772661
          413          79               778903
          413          84               794491
          413          93               822611
          413          97               835139
          413          99               841411
          413         112               882241
          413         113               885397
          413         123               917153
          411           2               541339
          411          18               587413
          411          19               590323
          411          25               607951
          411          41               655649
          411          56               701179
          411          66               731767
          411          69               740969
          411          78               768773
          411          83               784309
          411          89               802933
          411         101               840347
          411         104               849701
          411         109               865321
          411         119               896771
          411         120               899939
          411         121               903103
          411         135               947539
          409           2               535669
          409           6               547007
          409          13               567031
          409          15               572791
          409          22               593111
          409          29               613633
          409          42               652283
          409          43               655289
          409          52               682417
          409          56               694559
          409          57               697603
          409          61               709789
          409          62               712837
          409          69               734171
          409          72               743333
          409         100               829949
          409         104               842351
          409         111               864121
          409         119               889171
          409         126               911249
          409         132               930191
          407           5               538487
          407           8               546977
          407          15               566947
          407          20               581353
          407          23               590033
          407          28               604613
          407          59               697063
          407          60               700099
          407          64               712237
          407          66               718303
          407          69               727409
          407          74               742607
          407          82               767147
          407          85               776389
          407          86               779477
          407         111               856693
          407         114               866011
          407         124               897269
          407         125               900409
          407         129               912973
          407         130               916109
          407         131               919253
          405           8               541283
          405          24               586979
          405          25               589861
          405          26               592763
          405          28               598571
          405          30               604397
          405          33               613153
          405          38               627799
          405          47               654509
          405          51               666439
          405          69               720677
          405          82               760187
          405          87               775507
          405          92               790879
          405          98               809309
          405          99               812381
          405         104               827741
          405         109               843127
          405         119               874063
          405         128               902141
          405         129               905269
          405         133               917771
          403           6               530021
          403           7               532811
          403          24               581047
          403          26               586793
          403          29               595453
          403          33               607063
          403          35               612877
          403          51               660013
          403          54               668947
          403          60               686879
          403          71               719981
          403          75               732023
          403          82               753257
          403          85               762371
          403          87               768479
          403          89               774601
          403          91               780733
          403          92               783799
          403          93               786859
          403         103               817433
          403         105               823541
          403         108               832717
          403         111               841927
          403         117               860393
          403         123               878953
          403         126               888271
          403         133               910031
          403         138               925637
          401           7               527207
          401          10               535571
          401          12               541181
          401          17               555251
          401          23               572281
          401          24               575137
          401          28               586589
          401          29               589453
          401          30               592343
          401          63               689321
          401          66               698311
          401          77               731261
          401          78               734263
          401          87               761489
          401         120               862177
          401         126               880681
          399           3               510569
          399           5               516077
          399          12               535511
          399          17               549511
          399          23               566437
          399          31               589231
          399          35               600727
          399          40               615151
          399          48               638431
          399          49               641371
          399          63               682751
          399          77               724499
          399          78               727483
          399          90               763613
          399         113               833363
          399         115               839471
          399         117               845567
          399         123               863917
          399         126               873133
          399         128               879271
          399         141               919337
          399         143               925523
          399         145               931709
          397           7               516053
          397           8               518813
          397          10               524351
          397          19               549391
          397          31               583291
          397          35               594697
          397          36               597559
          397          52               643849
          397          67               688073
          397          88               750641
          397          89               753647
          397          91               759659
          397          94               768727
          397         113               826061
          397         120               847321
          397         144               920789
          395           5               505067
          395           6               507797
          395           8               513269
          395           9               516017
          395          14               529811
          395          17               538123
          395          18               540901
          395          20               546467
          395          32               580201
          395          37               594397
          395          43               611557
          395          46               620183
          395          50               631723
          395          52               637519
          395          54               643369
          395          61               663857
          395          65               675617
          395          68               684443
          395          71               693317
          395          74               702193
          395          79               716981
          395          80               719941
          395          81               722903
          395          85               734759
          395          89               746723
          395          93               758713
          395         102               785779
          395         116               827837
          395         134               882449
          395         141               903827
          395         149               928331
          393           5               499607
          393          20               540773
          393          22               546323
          393          25               554669
          393          36               585577
          393          37               588397
          393          60               654509
          393          61               657431
          393          63               663281
          393          65               669113
          393          67               674987
          393          70               683759
          393          81               716171
          393          83               722063
          393          86               730913
          393         102               778699
          393         103               781681
          393         112               808553
          393         113               811553
          393         117               823553
          393         120               832583
          393         122               838613
          393         124               844651
          393         134               874859
          393         141               896123
          391           6               496877
          391          12               513167
          391          16               524123
          391          20               535103
          391          22               540629
          391          26               551693
          391          37               582457
          391          38               585269
          391          42               596569
          391          43               599407
          391          51               622177
          391          52               625033
          391          85               721199
          391          87               727079
          391          88               730021
          391          89               732971
          391          94               747827
          391         102               771637
          391         130               855277
          391         135               870323
          391         141               888443
          391         147               906617
          389           3               483377
          389          15               515813
          389          16               518543
          389          28               551489
          389          39               582137
          389          41               587737
          389          45               599023
          389          46               601849
          389          48               607517
          389          50               613177
          389          61               644669
          389          65               656237
          389         100               758671
          389         102               764593
          389         110               788267
          389         114               800123
          389         134               859783
          389         137               868793
          389         141               880799
          389         145               892841
          389         149               904907
          387           3               478001
          387           8               491423
          387          16               512999
          387          18               518431
          387          23               532061
          387          29               548521
          387          32               556799
          387          39               576217
          387          41               581797
          387          42               584587
          387          45               592993
          387          46               595807
          387          48               601439
          387          50               607067
          387          51               609887
          387          59               632591
          387          65               649843
          387          83               701951
          387          92               728173
          387         100               751711
          387         101               754639
          387         102               757583
          387         105               766421
          387         110               781163
          387         111               784109
          387         114               792959
          387         122               816653
          387         123               819617
          387         129               837451
          387         132               846359
          387         138               864251
          387         139               867233
          387         143               879167
          387         145               885161
          387         147               891173
